transaction_id,source_account_id,destination_account_id,transaction_timestamp,transaction_type,amount,channel,country,is_suspicious
TXN_0000058,ACC_000968,ACC_000905,2026-03-22 01:45:14.755011,PAYMENT,5591.18,ONLINE,UK,0
TXN_0000059,ACC_000441,ACC_000131,2026-04-05 05:15:33.755011,TRANSFER,12058.39,MOBILE,UK,0
TXN_0000060,ACC_000996,ACC_000882,2026-08-09 01:17:27.755011,TRANSFER,26125.16,MOBILE,USA,0
TXN_0000061,ACC_000106,ACC_000363,2026-07-14 23:13:37.755011,DEPOSIT,4559.6,ATM,USA,0
TXN_0000062,ACC_000831,ACC_000182,2026-08-09 18:50:09.755011,DEPOSIT,6484.75,ONLINE,USA,0
TXN_0000063,ACC_000802,ACC_000954,2026-05-10 23:11:19.755011,DEPOSIT,2148.23,ATM,UK,0
TXN_0000064,ACC_000111,ACC_000392,2026-07-21 15:17:07.755011,TRANSFER,1928.6,BRANCH,USA,0
TXN_0000065,ACC_000472,ACC_000359,2026-09-01 19:23:17.755011,WITHDRAWAL,21483.3,ATM,USA,0
TXN_0000066,ACC_000409,ACC_000337,2026-04-13 23:08:32.755011,WITHDRAWAL,41253.37,ONLINE,UK,0
TXN_0000067,ACC_000410,ACC_000696,2026-06-14 09:05:41.755011,WITHDRAWAL,7432.28,ONLINE,India,0
TXN_0000068,ACC_000183,ACC_000595,2026-04-27 04:26:35.755011,WITHDRAWAL,27017.48,ONLINE,India,0
TXN_0000069,ACC_000747,ACC_000806,2026-05-13 14:06:39.755011,WITHDRAWAL,12505.99,BRANCH,UAE,0
TXN_0000070,ACC_000591,ACC_000195,2026-03-29 22:02:26.755011,WITHDRAWAL,40269.8,ONLINE,Hong Kong,1
TXN_0000071,ACC_000948,ACC_000826,2026-06-16 10:05:47.755011,PAYMENT,12502.39,MOBILE,Singapore,0
TXN_0000072,ACC_000943,ACC_000339,2026-07-14 10:39:51.755011,WITHDRAWAL,51310.15,ONLINE,Hong Kong,0
TXN_0000073,ACC_000317,ACC_000683,2026-06-13 22:27:15.755011,DEPOSIT,7762.1,MOBILE,Singapore,0
TXN_0000074,ACC_000131,ACC_000197,2026-06-23 02:50:29.755011,DEPOSIT,52974.84,BRANCH,Hong Kong,0
TXN_0000075,ACC_000631,ACC_000583,2026-04-10 06:07:06.755011,WITHDRAWAL,349.43,BRANCH,UAE,0
TXN_0000076,ACC_000294,ACC_000216,2026-05-05 11:15:07.755011,DEPOSIT,21726.39,MOBILE,Singapore,0
TXN_0000077,ACC_000219,ACC_000524,2026-07-16 15:44:36.755011,DEPOSIT,8995.29,ATM,Hong Kong,0
TXN_0000078,ACC_000680,ACC_000649,2026-06-15 13:16:21.755011,WITHDRAWAL,5660.07,ONLINE,USA,0
TXN_0000079,ACC_000826,ACC_000204,2026-04-20 01:59:36.755011,PAYMENT,9046.32,ONLINE,India,0
TXN_0000080,ACC_000626,ACC_000871,2026-06-07 17:23:17.755011,TRANSFER,746.14,BRANCH,Singapore,0
TXN_0000081,ACC_000200,ACC_000736,2026-06-27 05:54:47.755011,DEPOSIT,6225.4,BRANCH,Singapore,0
TXN_0000082,ACC_000705,ACC_000006,2026-07-12 20:32:38.755011,TRANSFER,12438.29,BRANCH,USA,0
TXN_0000083,ACC_000531,ACC_000476,2026-07-20 14:16:34.755011,TRANSFER,47737.52,ATM,India,0
TXN_0000084,ACC_000476,ACC_000684,2026-08-10 01:57:51.755011,WITHDRAWAL,4350.63,BRANCH,UAE,0
TXN_0000085,ACC_000517,ACC_000437,2026-08-27 16:12:29.755011,DEPOSIT,3071.15,ATM,Hong Kong,0
TXN_0000086,ACC_000266,ACC_000770,2026-06-02 20:34:09.755011,PAYMENT,4437.7,MOBILE,UAE,0
TXN_0000087,ACC_000282,ACC_000451,2026-04-22 22:03:31.755011,TRANSFER,24306.1,MOBILE,USA,0
TXN_0000088,ACC_000915,ACC_000554,2026-05-08 13:02:48.755011,TRANSFER,12022.09,ATM,USA,0
TXN_0000089,ACC_000157,ACC_000724,2026-07-20 05:07:57.755011,PAYMENT,4291.05,ONLINE,Singapore,0
TXN_0000090,ACC_000478,ACC_000426,2026-06-20 19:50:36.755011,TRANSFER,15001.73,ATM,Singapore,0
TXN_0000091,ACC_000599,ACC_000969,2026-08-03 22:36:01.755011,TRANSFER,9104.22,BRANCH,Singapore,0
TXN_0000092,ACC_000306,ACC_000772,2026-05-14 18:24:25.755011,DEPOSIT,25909.73,BRANCH,UAE,0
TXN_0000093,ACC_000820,ACC_000618,2026-06-21 12:15:11.755011,PAYMENT,3489.58,BRANCH,USA,0
TXN_0000094,ACC_000030,ACC_000399,2026-06-09 18:20:52.755011,WITHDRAWAL,5468.75,BRANCH,Hong Kong,0
TXN_0000095,ACC_000942,ACC_000131,2026-06-06 05:17:17.755011,TRANSFER,5061.76,BRANCH,UAE,0
TXN_0000096,ACC_000086,ACC_000659,2026-03-12 17:23:48.755011,DEPOSIT,1399.38,ATM,Singapore,0
TXN_0000097,ACC_000389,ACC_000336,2026-04-26 23:30:30.755011,PAYMENT,11560.44,BRANCH,UK,0
TXN_0000098,ACC_000389,ACC_000285,2026-08-25 06:30:42.755011,DEPOSIT,11084.09,MOBILE,India,0
TXN_0000099,ACC_000553,ACC_000054,2026-07-30 21:47:53.755011,WITHDRAWAL,8152.96,ATM,Hong Kong,0
TXN_0000100,ACC_000042,ACC_000773,2026-07-12 00:29:20.755011,TRANSFER,6114.97,ATM,USA,0
TXN_0000101,ACC_000157,ACC_000245,2026-07-06 02:43:34.755011,PAYMENT,1482.6,BRANCH,Hong Kong,0
TXN_0000102,ACC_000477,ACC_000717,2026-04-18 18:52:50.755011,WITHDRAWAL,4891.36,MOBILE,USA,0
TXN_0000103,ACC_000736,ACC_000118,2026-07-30 16:40:42.755011,PAYMENT,5370.86,MOBILE,India,0
TXN_0000104,ACC_000590,ACC_000694,2026-05-07 00:55:06.755011,DEPOSIT,3094.15,BRANCH,Hong Kong,0
TXN_0000105,ACC_000708,ACC_000851,2026-06-30 10:28:05.755011,PAYMENT,6677.22,ONLINE,Hong Kong,0
TXN_0000106,ACC_000701,ACC_000615,2026-08-19 13:44:45.755011,TRANSFER,13159.0,ONLINE,UK,0
TXN_0000107,ACC_000380,ACC_000071,2026-07-13 22:00:18.755011,WITHDRAWAL,77918.84,ONLINE,Singapore,0
TXN_0000108,ACC_000444,ACC_000984,2026-03-27 22:56:20.755011,WITHDRAWAL,9991.53,BRANCH,Hong Kong,0
TXN_0000109,ACC_000752,ACC_000535,2026-04-10 15:56:59.755011,WITHDRAWAL,11037.57,BRANCH,Singapore,0
TXN_0000110,ACC_000607,ACC_000275,2026-07-27 09:55:16.755011,WITHDRAWAL,7410.59,ATM,India,0
TXN_0000111,ACC_000250,ACC_000769,2026-06-02 23:58:54.755011,DEPOSIT,810.36,BRANCH,UK,0
TXN_0000112,ACC_000333,ACC_000187,2026-08-19 16:49:11.755011,DEPOSIT,7849.33,ATM,UK,0
TXN_0000113,ACC_000287,ACC_000902,2026-05-12 13:11:10.755011,WITHDRAWAL,8710.43,ONLINE,UAE,0
TXN_0000114,ACC_000248,ACC_000738,2026-03-24 02:04:39.755011,DEPOSIT,155731.79,BRANCH,UAE,0
TXN_0000115,ACC_000488,ACC_000662,2026-07-19 13:33:54.755011,DEPOSIT,6432.81,BRANCH,India,0
TXN_0000116,ACC_000415,ACC_000709,2026-04-19 11:48:22.755011,PAYMENT,11635.97,MOBILE,Hong Kong,0
TXN_0000117,ACC_000567,ACC_000544,2026-06-07 08:38:45.755011,WITHDRAWAL,7772.49,BRANCH,Hong Kong,0
TXN_0000118,ACC_000720,ACC_000465,2026-05-14 18:38:53.755011,WITHDRAWAL,1993.38,MOBILE,UK,0
TXN_0000119,ACC_000198,ACC_000324,2026-07-25 12:31:15.755011,TRANSFER,31932.75,ATM,USA,0
TXN_0000120,ACC_000284,ACC_000742,2026-06-09 11:37:16.755011,WITHDRAWAL,19976.66,ONLINE,USA,0
TXN_0000121,ACC_000184,ACC_000310,2026-05-16 12:55:11.755011,TRANSFER,20936.27,ATM,UK,0
TXN_0000122,ACC_000567,ACC_000300,2026-03-18 01:12:06.755011,PAYMENT,2720.95,BRANCH,India,0
TXN_0000123,ACC_000292,ACC_000481,2026-06-26 22:25:31.755011,DEPOSIT,43623.58,BRANCH,UK,0
TXN_0000124,ACC_000259,ACC_000964,2026-03-17 10:31:30.755011,DEPOSIT,1506.85,ONLINE,India,0
TXN_0000125,ACC_000591,ACC_000645,2026-03-21 20:20:24.755011,TRANSFER,16386.75,ATM,USA,0
TXN_0000126,ACC_000088,ACC_000255,2026-05-05 11:04:06.755011,TRANSFER,112257.07,BRANCH,UAE,0
TXN_0000127,ACC_000232,ACC_000795,2026-07-05 13:07:50.755011,DEPOSIT,2468.48,BRANCH,Singapore,0
TXN_0000128,ACC_000440,ACC_000313,2026-06-29 17:49:05.755011,TRANSFER,4106.98,ONLINE,USA,0
TXN_0000129,ACC_000677,ACC_000084,2026-04-27 20:25:57.755011,PAYMENT,9132.38,ATM,USA,0
TXN_0000130,ACC_000003,ACC_000419,2026-04-06 20:35:13.755011,DEPOSIT,4428.56,BRANCH,UK,0
TXN_0000131,ACC_000724,ACC_000290,2026-05-02 09:45:29.755011,DEPOSIT,1260.42,ONLINE,Hong Kong,0
TXN_0000132,ACC_000807,ACC_000811,2026-04-27 20:00:22.755011,PAYMENT,8797.96,BRANCH,India,0
TXN_0000133,ACC_000153,ACC_000931,2026-07-11 05:17:19.755011,WITHDRAWAL,2264.79,ATM,India,0
TXN_0000134,ACC_000315,ACC_000610,2026-08-08 09:00:32.755011,WITHDRAWAL,14304.23,BRANCH,India,0
TXN_0000135,ACC_000717,ACC_000413,2026-05-05 12:15:35.755011,WITHDRAWAL,2688.37,BRANCH,Singapore,0
TXN_0000136,ACC_000911,ACC_000443,2026-03-15 04:51:24.755011,WITHDRAWAL,52047.98,MOBILE,India,0
TXN_0000137,ACC_000857,ACC_000882,2026-07-16 09:33:01.755011,TRANSFER,3165.59,MOBILE,UAE,0
TXN_0000138,ACC_000180,ACC_000482,2026-08-01 07:33:37.755011,DEPOSIT,5505.63,MOBILE,USA,0
TXN_0000139,ACC_000504,ACC_000993,2026-05-31 02:27:48.755011,TRANSFER,312346.88,BRANCH,UK,1
TXN_0000140,ACC_000687,ACC_000108,2026-05-08 19:19:55.755011,PAYMENT,1850.04,MOBILE,Singapore,0
TXN_0000141,ACC_000679,ACC_000968,2026-05-02 10:17:04.755011,DEPOSIT,10646.13,ONLINE,Singapore,0
TXN_0000142,ACC_000332,ACC_000119,2026-04-25 11:21:22.755011,DEPOSIT,38893.07,ONLINE,Hong Kong,0
TXN_0000143,ACC_000424,ACC_000056,2026-06-05 04:03:28.755011,PAYMENT,1177.35,MOBILE,UAE,0
TXN_0000144,ACC_000453,ACC_000779,2026-07-06 21:42:29.755011,TRANSFER,10112.83,ATM,UK,0
TXN_0000145,ACC_000449,ACC_000902,2026-05-02 09:24:19.755011,DEPOSIT,11068.51,ONLINE,India,0
TXN_0000146,ACC_000727,ACC_000163,2026-07-03 16:38:23.755011,WITHDRAWAL,351791.91,ONLINE,UAE,1
TXN_0000147,ACC_000862,ACC_000935,2026-04-20 02:16:23.755011,TRANSFER,1836.58,BRANCH,India,0
TXN_0000148,ACC_000511,ACC_000956,2026-04-06 08:38:58.755011,WITHDRAWAL,1661.46,MOBILE,Singapore,0
TXN_0000149,ACC_000250,ACC_000468,2026-06-07 03:47:45.755011,PAYMENT,15158.7,BRANCH,USA,0
TXN_0000150,ACC_000765,ACC_000901,2026-06-14 03:39:59.755011,PAYMENT,11572.44,ONLINE,UK,0
TXN_0000151,ACC_000425,ACC_000349,2026-08-20 08:56:33.755011,WITHDRAWAL,10944.49,ONLINE,UK,0
TXN_0000152,ACC_000602,ACC_000594,2026-08-17 02:00:46.755011,DEPOSIT,12280.13,ATM,Singapore,0
TXN_0000153,ACC_000341,ACC_000566,2026-05-13 11:29:10.755011,DEPOSIT,3583.05,BRANCH,UK,0
TXN_0000154,ACC_000245,ACC_000586,2026-07-20 21:40:13.755011,DEPOSIT,10707.55,ATM,Singapore,0
TXN_0000155,ACC_000485,ACC_000723,2026-07-30 01:40:11.755011,DEPOSIT,11518.24,BRANCH,Hong Kong,0
TXN_0000156,ACC_000156,ACC_000508,2026-07-12 01:43:15.755011,TRANSFER,3438.46,ATM,UAE,0
TXN_0000157,ACC_000896,ACC_000866,2026-05-10 22:17:58.755011,DEPOSIT,1372063.06,ONLINE,UAE,1
TXN_0000158,ACC_000740,ACC_000148,2026-03-10 10:37:01.755011,DEPOSIT,14308.36,ATM,India,0
TXN_0000159,ACC_000347,ACC_000639,2026-04-27 22:11:16.755011,DEPOSIT,1939.99,ONLINE,UK,0
TXN_0000160,ACC_000547,ACC_000390,2026-08-21 07:55:01.755011,WITHDRAWAL,17816.22,BRANCH,UAE,0
TXN_0000161,ACC_000241,ACC_000647,2026-03-20 17:57:21.755011,WITHDRAWAL,2515.89,ATM,Hong Kong,0
TXN_0000162,ACC_000779,ACC_000649,2026-03-26 13:52:13.755011,TRANSFER,20837.33,BRANCH,USA,0
TXN_0000163,ACC_000030,ACC_000048,2026-08-29 21:21:12.755011,WITHDRAWAL,32542.91,ONLINE,UK,0
TXN_0000164,ACC_000150,ACC_000251,2026-05-30 02:14:17.755011,DEPOSIT,3026.56,ATM,USA,0
TXN_0000165,ACC_000892,ACC_000392,2026-07-03 19:31:47.755011,PAYMENT,25746.43,BRANCH,UAE,0
TXN_0000166,ACC_000654,ACC_000261,2026-06-05 00:12:23.755011,DEPOSIT,13297.58,MOBILE,Hong Kong,0
TXN_0000167,ACC_000477,ACC_000923,2026-08-10 16:57:14.755011,WITHDRAWAL,21730.5,ATM,India,0
TXN_0000168,ACC_000602,ACC_000307,2026-05-13 13:32:41.755011,DEPOSIT,78916.97,MOBILE,Singapore,0
TXN_0000169,ACC_000394,ACC_000874,2026-04-15 03:30:38.755011,DEPOSIT,6036.23,ONLINE,USA,0
TXN_0000170,ACC_000589,ACC_000303,2026-05-16 03:57:47.755011,WITHDRAWAL,3279.73,ONLINE,Hong Kong,0
TXN_0000171,ACC_000580,ACC_000886,2026-03-09 00:49:53.755011,TRANSFER,2786.61,BRANCH,UK,0
TXN_0000172,ACC_000622,ACC_000822,2026-04-21 03:31:17.755011,WITHDRAWAL,3044.3,ATM,Hong Kong,0
TXN_0000173,ACC_000695,ACC_000774,2026-04-25 03:05:51.755011,PAYMENT,7387.01,ONLINE,Hong Kong,0
TXN_0000174,ACC_000808,ACC_000452,2026-05-06 10:49:25.755011,TRANSFER,12202.33,MOBILE,Hong Kong,0
TXN_0000175,ACC_000303,ACC_000335,2026-08-31 02:15:54.755011,DEPOSIT,11294.02,ATM,USA,0
TXN_0000176,ACC_000898,ACC_000995,2026-06-20 04:54:52.755011,WITHDRAWAL,21864.51,MOBILE,USA,0
TXN_0000177,ACC_000967,ACC_000494,2026-08-14 14:25:31.755011,WITHDRAWAL,8230.5,MOBILE,India,0
TXN_0000178,ACC_000145,ACC_000773,2026-03-22 02:00:45.755011,PAYMENT,46362.25,BRANCH,UAE,0
TXN_0000179,ACC_000405,ACC_000015,2026-08-07 23:56:14.755011,WITHDRAWAL,5898.25,ONLINE,Singapore,0
TXN_0000180,ACC_000689,ACC_000269,2026-07-30 21:44:21.755011,DEPOSIT,211970.63,MOBILE,India,0
TXN_0000181,ACC_000026,ACC_000635,2026-06-07 00:20:01.755011,WITHDRAWAL,17167.97,ATM,Hong Kong,0
TXN_0000182,ACC_000476,ACC_000932,2026-08-14 10:32:11.755011,WITHDRAWAL,2896.94,BRANCH,India,0
TXN_0000183,ACC_000312,ACC_000505,2026-03-14 16:30:47.755011,TRANSFER,2241.56,ONLINE,USA,0
TXN_0000184,ACC_000398,ACC_000465,2026-04-02 19:19:57.755011,WITHDRAWAL,14457.48,BRANCH,UAE,0
TXN_0000185,ACC_000907,ACC_000425,2026-04-06 11:13:16.755011,TRANSFER,6197.15,BRANCH,UAE,0
TXN_0000186,ACC_000034,ACC_000707,2026-04-30 18:46:32.755011,WITHDRAWAL,19087.72,ATM,Singapore,0
TXN_0000187,ACC_000876,ACC_000372,2026-04-22 07:27:24.755011,TRANSFER,14298.15,MOBILE,UAE,0
TXN_0000188,ACC_000368,ACC_000063,2026-07-10 16:12:10.755011,DEPOSIT,7424.98,MOBILE,USA,0
TXN_0000189,ACC_000094,ACC_000679,2026-08-19 03:12:47.755011,PAYMENT,50928.59,ONLINE,India,1
TXN_0000190,ACC_000129,ACC_000806,2026-04-23 18:12:19.755011,PAYMENT,1315.78,ONLINE,UAE,0
TXN_0000191,ACC_000833,ACC_000891,2026-04-18 09:29:54.755011,PAYMENT,4741.85,MOBILE,USA,0
TXN_0000192,ACC_000003,ACC_000284,2026-07-01 04:34:04.755011,PAYMENT,22644.64,ATM,UAE,0
TXN_0000193,ACC_000113,ACC_000677,2026-04-10 08:18:27.755011,TRANSFER,10476.74,ATM,India,0
TXN_0000194,ACC_000244,ACC_000603,2026-08-07 13:26:58.755011,WITHDRAWAL,1817.31,ONLINE,USA,0
TXN_0000195,ACC_000760,ACC_000432,2026-04-01 01:49:47.755011,TRANSFER,9974.8,ONLINE,Singapore,0
TXN_0000196,ACC_000526,ACC_000608,2026-05-16 18:18:58.755011,TRANSFER,12866.48,BRANCH,UAE,0
TXN_0000197,ACC_000045,ACC_000745,2026-07-04 21:41:52.755011,WITHDRAWAL,2805.6,BRANCH,Hong Kong,0
TXN_0000198,ACC_000868,ACC_000412,2026-03-19 06:33:32.755011,DEPOSIT,194685.83,ONLINE,Singapore,1
TXN_0000199,ACC_000076,ACC_000921,2026-06-01 14:14:33.755011,TRANSFER,8689.32,MOBILE,UAE,0
TXN_0000200,ACC_000282,ACC_000640,2026-03-31 23:11:15.755011,WITHDRAWAL,2055.83,BRANCH,UAE,0
TXN_0000201,ACC_000518,ACC_000620,2026-06-03 13:33:33.755011,DEPOSIT,12448.37,ONLINE,Hong Kong,0
TXN_0000202,ACC_000667,ACC_000899,2026-07-12 14:16:32.755011,PAYMENT,15882.0,BRANCH,Singapore,0
TXN_0000203,ACC_000348,ACC_000848,2026-05-26 19:36:11.755011,DEPOSIT,29722.56,BRANCH,Singapore,0
TXN_0000204,ACC_000438,ACC_000321,2026-05-07 03:40:23.755011,WITHDRAWAL,28697.42,MOBILE,USA,0
TXN_0000205,ACC_000069,ACC_000094,2026-06-07 13:20:26.755011,TRANSFER,1551.22,ONLINE,Singapore,0
TXN_0000206,ACC_000382,ACC_000832,2026-07-28 22:07:52.755011,PAYMENT,2629.66,ONLINE,UAE,0
TXN_0000207,ACC_000126,ACC_000421,2026-06-24 12:43:35.755011,WITHDRAWAL,149504.39,BRANCH,Hong Kong,1
TXN_0000208,ACC_000615,ACC_000320,2026-05-02 07:32:32.755011,WITHDRAWAL,15011.07,ONLINE,UAE,0
TXN_0000209,ACC_000673,ACC_000494,2026-04-06 12:11:13.755011,PAYMENT,15033.81,ONLINE,UK,0
TXN_0000210,ACC_000118,ACC_000781,2026-05-17 20:03:03.755011,WITHDRAWAL,825114.78,ATM,Singapore,0
TXN_0000211,ACC_000839,ACC_000637,2026-08-03 11:35:13.755011,TRANSFER,16075.77,MOBILE,India,0
TXN_0000212,ACC_000781,ACC_000317,2026-07-21 21:54:21.755011,WITHDRAWAL,31655.87,MOBILE,India,0
TXN_0000213,ACC_000580,ACC_000674,2026-04-04 06:41:33.755011,DEPOSIT,25458.43,ONLINE,USA,0
TXN_0000214,ACC_000094,ACC_000765,2026-03-13 09:57:52.755011,PAYMENT,17706.19,BRANCH,Singapore,0
TXN_0000215,ACC_000379,ACC_000320,2026-04-07 00:40:21.755011,WITHDRAWAL,5550.69,ONLINE,India,0
TXN_0000216,ACC_000633,ACC_000051,2026-07-31 23:01:05.755011,TRANSFER,20146.04,MOBILE,Singapore,0
TXN_0000217,ACC_000622,ACC_000453,2026-06-09 18:26:23.755011,DEPOSIT,3205.46,MOBILE,USA,0
TXN_0000218,ACC_000354,ACC_000441,2026-03-29 13:31:12.755011,TRANSFER,6098.62,MOBILE,Hong Kong,0
TXN_0000219,ACC_000540,ACC_000684,2026-06-09 22:57:54.755011,WITHDRAWAL,4525.86,ONLINE,USA,0
TXN_0000220,ACC_000057,ACC_000008,2026-07-01 20:08:56.755011,PAYMENT,8939.63,MOBILE,USA,0
TXN_0000221,ACC_000262,ACC_000297,2026-08-02 20:20:24.755011,WITHDRAWAL,130299.42,ONLINE,India,0
