customer_id,first_name,last_name,age,city,occupation,annual_income,risk_country_flag,full_name,same_name_count,potential_duplicate
CUST_00063,Rohan,Reddy,55,Chennai,Software Engineer,754673,0,rohan reddy,4,1
CUST_00064,Ananya,Singh,45,Delhi,Accountant,2718385,0,ananya singh,3,1
CUST_00065,Aarav,Gupta,18,Hyderabad,Student,2108992,0,aarav gupta,7,1
CUST_00066,Rahul,Singh,57,Pune,Business Owner,1559642,0,rahul singh,2,1
CUST_00067,Rahul,Gupta,38,Kolkata,Consultant,2625374,0,rahul gupta,4,1
CUST_00068,Diya,Gupta,61,Bengaluru,Consultant,2003202,0,diya gupta,4,1
CUST_00069,Aarav,Kumar,36,Hyderabad,Accountant,2732632,0,aarav kumar,4,1
CUST_00070,Ananya,Rao,46,Ahmedabad,Doctor,2444019,0,ananya rao,3,1
CUST_00071,Meera,Reddy,60,Delhi,Consultant,2461962,0,meera reddy,4,1
CUST_00072,Priya,Singh,23,Hyderabad,Consultant,1242211,0,priya singh,3,1
CUST_00073,Aditya,Sharma,20,Hyderabad,Manager,2863868,0,aditya sharma,5,1
CUST_00074,Vivaan,Rao,44,Hyderabad,Accountant,2373568,0,vivaan rao,2,1
CUST_00075,Aditya,Sharma,75,Delhi,Accountant,1217886,0,aditya sharma,5,1
CUST_00076,Kiran,Verma,47,Mumbai,Doctor,809014,0,kiran verma,4,1
CUST_00077,Neha,Rao,60,Pune,Manager,2869650,0,neha rao,6,1
CUST_00078,Meera,Verma,45,Ahmedabad,Teacher,2290928,0,meera verma,3,1
CUST_00079,Neha,Das,71,Chennai,Manager,2928773,0,neha das,5,1
CUST_00080,Kavya,Patel,63,Chennai,Doctor,1439655,0,kavya patel,5,1
CUST_00081,Meera,Verma,23,Bengaluru,Teacher,1269980,0,meera verma,3,1
CUST_00082,Aditya,Das,22,Kolkata,Accountant,1687817,0,aditya das,4,1
CUST_00083,Diya,Sharma,31,Kolkata,Accountant,2749806,0,diya sharma,3,1
CUST_00084,Aarav,Nair,42,Ahmedabad,Software Engineer,1775383,0,aarav nair,3,1
CUST_00085,Diya,Gupta,52,Hyderabad,Manager,1220321,0,diya gupta,4,1
CUST_00086,Kavya,Sharma,42,Pune,Accountant,992247,0,kavya sharma,3,1
CUST_00087,Meera,Reddy,57,Mumbai,Accountant,2782578,0,meera reddy,4,1
CUST_00088,Aarav,Patel,59,Kolkata,Teacher,2236503,0,aarav patel,1,0
CUST_00089,Rohan,Gupta,38,Hyderabad,Manager,1670890,0,rohan gupta,7,1
CUST_00090,Meera,Gupta,35,Kolkata,Consultant,643539,0,meera gupta,6,1
CUST_00091,Kiran,Verma,21,Pune,Doctor,587806,0,kiran verma,4,1
CUST_00092,Rahul,Sharma,66,Mumbai,Doctor,1136179,0,rahul sharma,2,1
CUST_00093,Priya,Reddy,33,Bengaluru,Manager,779784,0,priya reddy,6,1
CUST_00094,Arjun,Rao,62,Chennai,Student,1003758,0,arjun rao,5,1
CUST_00095,Kiran,Patel,67,Bengaluru,Consultant,753399,0,kiran patel,1,0
CUST_00096,Meera,Kumar,54,Kolkata,Accountant,1131855,0,meera kumar,5,1
CUST_00097,Kiran,Das,24,Chennai,Business Owner,2673693,0,kiran das,8,1
CUST_00098,Ananya,Verma,45,Pune,Business Owner,2422153,0,ananya verma,8,1
CUST_00099,Aarav,Gupta,70,Ahmedabad,Business Owner,2118328,1,aarav gupta,7,1
CUST_00100,Rahul,Rao,63,Bengaluru,Accountant,1038771,0,rahul rao,1,0
CUST_00101,Rahul,Kumar,57,Ahmedabad,Manager,2126931,0,rahul kumar,5,1
CUST_00102,Priya,Kumar,38,Hyderabad,Business Owner,1469909,0,priya kumar,2,1
CUST_00103,Arjun,Rao,54,Kolkata,Student,420376,0,arjun rao,5,1
CUST_00104,Ananya,Reddy,49,Hyderabad,Student,1383608,0,ananya reddy,7,1
CUST_00105,Meera,Nair,62,Chennai,Software Engineer,2466891,0,meera nair,2,1
CUST_00106,Vivaan,Das,64,Kolkata,Manager,2628577,0,vivaan das,7,1
CUST_00107,Kiran,Rao,59,Ahmedabad,Manager,372323,0,kiran rao,5,1
CUST_00108,Arjun,Gupta,62,Hyderabad,Consultant,2739220,0,arjun gupta,6,1
CUST_00109,Sneha,Verma,40,Kolkata,Student,1775600,0,sneha verma,4,1
CUST_00110,Rohan,Kumar,34,Hyderabad,Business Owner,1107757,0,rohan kumar,3,1
CUST_00111,Kiran,Verma,66,Bengaluru,Doctor,1207582,0,kiran verma,4,1
CUST_00112,Rohan,Nair,66,Chennai,Business Owner,1114188,0,rohan nair,3,1
CUST_00113,Ananya,Reddy,37,Mumbai,Teacher,1450545,0,ananya reddy,7,1
CUST_00114,Aarav,Verma,36,Bengaluru,Manager,730283,0,aarav verma,1,0
CUST_00115,Priya,Kumar,48,Ahmedabad,Manager,1729024,0,priya kumar,2,1
CUST_00116,Aarav,Kumar,73,Ahmedabad,Business Owner,574070,0,aarav kumar,4,1
CUST_00117,Vivaan,Nair,58,Mumbai,Teacher,925780,0,vivaan nair,4,1
CUST_00118,Rohan,Patel,33,Delhi,Accountant,2843080,0,rohan patel,2,1
CUST_00119,Priya,Das,67,Kolkata,Manager,2156906,0,priya das,2,1
CUST_00120,Priya,Gupta,37,Mumbai,Business Owner,1171525,0,priya gupta,6,1
CUST_00121,Rohan,Patel,28,Hyderabad,Teacher,2615223,0,rohan patel,2,1
CUST_00122,Aarav,Gupta,46,Ahmedabad,Consultant,436901,0,aarav gupta,7,1
CUST_00123,Kiran,Kumar,62,Ahmedabad,Business Owner,1279050,0,kiran kumar,5,1
CUST_00124,Neha,Nair,60,Hyderabad,Accountant,781406,0,neha nair,5,1
CUST_00125,Rahul,Reddy,35,Bengaluru,Business Owner,550140,0,rahul reddy,7,1
CUST_00126,Rohan,Nair,65,Chennai,Manager,821577,0,rohan nair,3,1
CUST_00127,Rohan,Gupta,35,Ahmedabad,Manager,637397,0,rohan gupta,7,1
CUST_00128,Meera,Gupta,65,Pune,Consultant,408485,0,meera gupta,6,1
CUST_00129,Rahul,Nair,55,Mumbai,Consultant,2716955,0,rahul nair,2,1
CUST_00130,Neha,Reddy,48,Ahmedabad,Consultant,1061220,1,neha reddy,7,1
CUST_00131,Diya,Rao,23,Ahmedabad,Student,2012736,0,diya rao,4,1
CUST_00132,Rahul,Patel,72,Bengaluru,Student,2026564,0,rahul patel,3,1
CUST_00133,Rohan,Gupta,70,Mumbai,Manager,669349,0,rohan gupta,7,1
CUST_00134,Ananya,Patel,67,Kolkata,Software Engineer,2575802,0,ananya patel,6,1
CUST_00135,Aarav,Das,51,Pune,Manager,2923154,0,aarav das,5,1
CUST_00136,Aarav,Das,35,Bengaluru,Consultant,2137592,0,aarav das,5,1
CUST_00137,Kavya,Patel,19,Hyderabad,Teacher,1603380,0,kavya patel,5,1
CUST_00138,Sneha,Gupta,23,Hyderabad,Business Owner,2235452,0,sneha gupta,4,1
CUST_00139,Rahul,Reddy,49,Chennai,Consultant,2042692,0,rahul reddy,7,1
CUST_00140,Kavya,Das,47,Bengaluru,Accountant,1099477,0,kavya das,3,1
CUST_00141,Sneha,Reddy,73,Delhi,Consultant,2040394,0,sneha reddy,5,1
CUST_00142,Neha,Verma,35,Mumbai,Consultant,1552233,0,neha verma,3,1
CUST_00143,Priya,Rao,73,Bengaluru,Manager,2558970,0,priya rao,4,1
CUST_00144,Ananya,Verma,66,Kolkata,Manager,1649632,0,ananya verma,8,1
CUST_00145,Kiran,Das,54,Kolkata,Doctor,2022915,0,kiran das,8,1
CUST_00146,Kiran,Rao,63,Kolkata,Accountant,937975,0,kiran rao,5,1
CUST_00147,Aarav,Reddy,50,Pune,Business Owner,2146778,0,aarav reddy,1,0
CUST_00148,Meera,Rao,18,Bengaluru,Accountant,947437,0,meera rao,5,1
CUST_00149,Neha,Kumar,39,Kolkata,Business Owner,1678103,0,neha kumar,3,1
CUST_00150,Vikram,Verma,42,Pune,Manager,2569185,0,vikram verma,6,1
CUST_00151,Vivaan,Das,58,Chennai,Doctor,679078,0,vivaan das,7,1
CUST_00152,Vivaan,Patel,46,Bengaluru,Consultant,421413,0,vivaan patel,2,1
CUST_00153,Neha,Sharma,36,Pune,Student,2106431,0,neha sharma,4,1
CUST_00154,Sneha,Gupta,54,Bengaluru,Teacher,1034294,0,sneha gupta,4,1
CUST_00155,Vikram,Gupta,57,Hyderabad,Manager,2745938,0,vikram gupta,3,1
CUST_00156,Kavya,Kumar,47,Chennai,Software Engineer,2251413,0,kavya kumar,8,1
CUST_00157,Rahul,Verma,28,Delhi,Manager,1749407,1,rahul verma,4,1
CUST_00158,Rohan,Gupta,62,Chennai,Manager,1567190,0,rohan gupta,7,1
CUST_00159,Diya,Rao,24,Hyderabad,Accountant,2698817,0,diya rao,4,1
CUST_00160,Rohan,Kumar,19,Kolkata,Consultant,333965,0,rohan kumar,3,1
CUST_00161,Rahul,Sharma,56,Ahmedabad,Consultant,1265186,0,rahul sharma,2,1
CUST_00162,Ananya,Das,58,Hyderabad,Consultant,873693,0,ananya das,4,1
CUST_00163,Meera,Sharma,37,Ahmedabad,Software Engineer,2730908,0,meera sharma,3,1
CUST_00164,Aditya,Patel,36,Pune,Accountant,1036687,0,aditya patel,5,1
CUST_00165,Neha,Verma,74,Pune,Consultant,990149,0,neha verma,3,1
CUST_00166,Vikram,Rao,69,Chennai,Student,783056,0,vikram rao,2,1
CUST_00167,Vivaan,Reddy,66,Hyderabad,Accountant,2637538,0,vivaan reddy,4,1
CUST_00168,Neha,Gupta,18,Chennai,Business Owner,2207510,0,neha gupta,6,1
CUST_00169,Kiran,Kumar,55,Kolkata,Student,754436,0,kiran kumar,5,1
CUST_00170,Kavya,Sharma,57,Pune,Doctor,565151,0,kavya sharma,3,1
CUST_00171,Kavya,Kumar,59,Kolkata,Business Owner,886267,0,kavya kumar,8,1
CUST_00172,Aarav,Kumar,49,Delhi,Business Owner,1284822,0,aarav kumar,4,1
CUST_00173,Aditya,Gupta,47,Pune,Accountant,2763483,0,aditya gupta,4,1
CUST_00174,Aditya,Gupta,59,Delhi,Manager,2882232,0,aditya gupta,4,1
CUST_00175,Rohan,Sharma,62,Pune,Doctor,2159683,0,rohan sharma,1,0
CUST_00176,Arjun,Singh,24,Pune,Student,553965,0,arjun singh,3,1
CUST_00177,Arjun,Patel,72,Ahmedabad,Business Owner,1189636,0,arjun patel,3,1
CUST_00178,Priya,Sharma,21,Pune,Doctor,828163,0,priya sharma,5,1
CUST_00179,Arjun,Patel,71,Hyderabad,Doctor,1277267,0,arjun patel,3,1
CUST_00180,Aditya,Nair,18,Chennai,Teacher,845226,0,aditya nair,1,0
CUST_00181,Neha,Reddy,25,Mumbai,Teacher,362328,0,neha reddy,7,1
CUST_00182,Neha,Das,55,Pune,Software Engineer,1030841,0,neha das,5,1
CUST_00183,Aditya,Gupta,51,Delhi,Business Owner,2297520,0,aditya gupta,4,1
CUST_00184,Ananya,Verma,55,Delhi,Manager,2413252,0,ananya verma,8,1
CUST_00185,Priya,Sharma,64,Chennai,Manager,2998366,1,priya sharma,5,1
CUST_00186,Aarav,Rao,72,Kolkata,Accountant,752824,0,aarav rao,2,1
CUST_00187,Meera,Rao,22,Delhi,Student,2851384,0,meera rao,5,1
CUST_00188,Aditya,Kumar,57,Pune,Accountant,2805643,0,aditya kumar,1,0
CUST_00189,Kavya,Verma,56,Kolkata,Business Owner,779887,0,kavya verma,5,1
CUST_00190,Rahul,Verma,64,Hyderabad,Accountant,2193958,0,rahul verma,4,1
CUST_00191,Diya,Singh,70,Ahmedabad,Accountant,2044787,0,diya singh,2,1
CUST_00192,Ananya,Gupta,38,Chennai,Student,940214,0,ananya gupta,4,1
CUST_00193,Kavya,Patel,23,Delhi,Business Owner,2111421,0,kavya patel,5,1
CUST_00194,Kiran,Singh,69,Bengaluru,Software Engineer,2759812,1,kiran singh,5,1
CUST_00195,Sneha,Singh,60,Delhi,Accountant,1783097,0,sneha singh,4,1
CUST_00196,Neha,Gupta,73,Mumbai,Consultant,2818302,0,neha gupta,6,1
CUST_00197,Vivaan,Nair,50,Hyderabad,Teacher,2322448,0,vivaan nair,4,1
CUST_00198,Vivaan,Singh,72,Pune,Business Owner,1468399,0,vivaan singh,3,1
CUST_00199,Neha,Gupta,72,Mumbai,Consultant,421438,0,neha gupta,6,1
CUST_00200,Kiran,Kumar,39,Pune,Software Engineer,1060870,0,kiran kumar,5,1
CUST_00201,Priya,Gupta,22,Bengaluru,Software Engineer,684859,0,priya gupta,6,1
CUST_00202,Arjun,Gupta,44,Ahmedabad,Student,960222,0,arjun gupta,6,1
CUST_00203,Kiran,Singh,67,Delhi,Software Engineer,952549,0,kiran singh,5,1
CUST_00204,Priya,Sharma,61,Delhi,Consultant,2158550,0,priya sharma,5,1
CUST_00205,Kavya,Nair,46,Kolkata,Consultant,1204161,0,kavya nair,3,1
CUST_00206,Vivaan,Singh,45,Delhi,Consultant,2787785,0,vivaan singh,3,1
CUST_00207,Rahul,Kumar,20,Hyderabad,Accountant,2813751,0,rahul kumar,5,1
CUST_00208,Arjun,Kumar,31,Bengaluru,Consultant,1514029,0,arjun kumar,3,1
CUST_00209,Aarav,Rao,65,Kolkata,Teacher,841844,0,aarav rao,2,1
CUST_00210,Kiran,Das,50,Pune,Business Owner,1965437,0,kiran das,8,1
CUST_00211,Aarav,Gupta,19,Ahmedabad,Business Owner,1613071,0,aarav gupta,7,1
CUST_00212,Priya,Gupta,63,Kolkata,Consultant,783072,0,priya gupta,6,1
CUST_00213,Ananya,Reddy,69,Ahmedabad,Student,669643,0,ananya reddy,7,1
CUST_00214,Vivaan,Das,45,Kolkata,Business Owner,1959965,0,vivaan das,7,1
CUST_00215,Kiran,Singh,32,Pune,Teacher,620358,0,kiran singh,5,1
CUST_00216,Vivaan,Verma,50,Hyderabad,Student,1772619,0,vivaan verma,4,1
CUST_00217,Vikram,Reddy,33,Delhi,Teacher,1373608,0,vikram reddy,1,0
CUST_00218,Priya,Reddy,66,Delhi,Teacher,2933808,0,priya reddy,6,1
CUST_00219,Neha,Nair,66,Ahmedabad,Student,2930740,0,neha nair,5,1
CUST_00220,Kavya,Patel,48,Ahmedabad,Consultant,1452064,0,kavya patel,5,1
CUST_00221,Ananya,Verma,22,Chennai,Manager,2195464,0,ananya verma,8,1
CUST_00222,Ananya,Kumar,22,Delhi,Accountant,2240753,0,ananya kumar,4,1
CUST_00223,Neha,Sharma,46,Hyderabad,Student,2837578,0,neha sharma,4,1
CUST_00224,Aditya,Sharma,46,Delhi,Student,653702,0,aditya sharma,5,1
CUST_00225,Aditya,Sharma,33,Ahmedabad,Manager,2498102,0,aditya sharma,5,1
CUST_00226,Aditya,Singh,41,Chennai,Accountant,2014503,0,aditya singh,4,1
CUST_00227,Rahul,Nair,21,Pune,Business Owner,1682823,0,rahul nair,2,1
CUST_00228,Rahul,Gupta,36,Chennai,Teacher,1698221,0,rahul gupta,4,1
CUST_00229,Rahul,Reddy,40,Chennai,Accountant,840862,0,rahul reddy,7,1
CUST_00230,Vivaan,Kumar,53,Kolkata,Student,836005,0,vivaan kumar,2,1
CUST_00231,Vikram,Verma,23,Kolkata,Student,376464,0,vikram verma,6,1
CUST_00232,Aditya,Das,39,Ahmedabad,Doctor,1250190,1,aditya das,4,1
CUST_00233,Aditya,Patel,36,Delhi,Software Engineer,1712492,0,aditya patel,5,1
CUST_00234,Priya,Reddy,56,Kolkata,Teacher,980514,0,priya reddy,6,1
CUST_00235,Kiran,Nair,69,Bengaluru,Manager,483259,0,kiran nair,3,1
CUST_00236,Rahul,Das,46,Chennai,Manager,1281479,0,rahul das,1,0
CUST_00237,Rohan,Rao,75,Hyderabad,Student,2692512,1,rohan rao,6,1
CUST_00238,Kavya,Kumar,67,Kolkata,Accountant,979721,0,kavya kumar,8,1
CUST_00239,Neha,Nair,26,Chennai,Software Engineer,2989299,0,neha nair,5,1
CUST_00240,Ananya,Verma,24,Delhi,Consultant,651797,0,ananya verma,8,1
CUST_00241,Rohan,Rao,75,Bengaluru,Accountant,684674,0,rohan rao,6,1
CUST_00242,Arjun,Rao,74,Pune,Software Engineer,2040203,0,arjun rao,5,1
CUST_00243,Sneha,Singh,33,Kolkata,Business Owner,1872497,0,sneha singh,4,1
CUST_00244,Ananya,Patel,71,Pune,Teacher,877134,0,ananya patel,6,1
CUST_00245,Meera,Rao,62,Bengaluru,Manager,2181570,0,meera rao,5,1
CUST_00246,Meera,Patel,19,Chennai,Doctor,927130,0,meera patel,2,1
CUST_00247,Kiran,Nair,51,Kolkata,Business Owner,1508385,0,kiran nair,3,1
CUST_00248,Vivaan,Sharma,33,Kolkata,Manager,563432,0,vivaan sharma,3,1
CUST_00249,Meera,Rao,56,Mumbai,Doctor,902204,0,meera rao,5,1
CUST_00250,Aarav,Nair,40,Hyderabad,Accountant,1085651,0,aarav nair,3,1
CUST_00251,Vivaan,Verma,41,Delhi,Software Engineer,1937681,0,vivaan verma,4,1
CUST_00252,Aarav,Gupta,41,Chennai,Software Engineer,1797760,0,aarav gupta,7,1
CUST_00253,Ananya,Das,64,Delhi,Student,859560,0,ananya das,4,1
CUST_00254,Sneha,Singh,70,Bengaluru,Manager,2307105,0,sneha singh,4,1
CUST_00255,Neha,Reddy,22,Ahmedabad,Software Engineer,1530787,0,neha reddy,7,1
CUST_00256,Neha,Das,74,Mumbai,Student,1600552,0,neha das,5,1
CUST_00257,Vikram,Verma,48,Chennai,Software Engineer,1101545,0,vikram verma,6,1
CUST_00258,Vikram,Sharma,73,Pune,Consultant,822086,0,vikram sharma,6,1
CUST_00259,Diya,Gupta,65,Ahmedabad,Accountant,1722022,1,diya gupta,4,1
CUST_00260,Kavya,Rao,41,Chennai,Business Owner,2080480,0,kavya rao,1,0
CUST_00261,Priya,Reddy,52,Chennai,Student,730326,0,priya reddy,6,1
CUST_00262,Rahul,Kumar,37,Ahmedabad,Accountant,998958,0,rahul kumar,5,1
CUST_00263,Ananya,Rao,20,Pune,Accountant,1451568,0,ananya rao,3,1
CUST_00264,Neha,Sharma,22,Kolkata,Student,2452038,0,neha sharma,4,1
CUST_00265,Rahul,Reddy,19,Bengaluru,Manager,445957,0,rahul reddy,7,1
CUST_00266,Arjun,Singh,41,Kolkata,Software Engineer,2837951,0,arjun singh,3,1
CUST_00267,Kavya,Singh,41,Ahmedabad,Business Owner,2707202,0,kavya singh,2,1
CUST_00268,Ananya,Gupta,38,Chennai,Doctor,775837,0,ananya gupta,4,1
CUST_00269,Aditya,Rao,51,Kolkata,Business Owner,1397970,0,aditya rao,3,1
CUST_00270,Kiran,Rao,31,Chennai,Manager,1139608,0,kiran rao,5,1
CUST_00271,Vikram,Patel,46,Bengaluru,Manager,668221,0,vikram patel,6,1
CUST_00272,Vikram,Singh,60,Pune,Business Owner,2606855,0,vikram singh,3,1
CUST_00273,Meera,Kumar,72,Bengaluru,Teacher,1816208,0,meera kumar,5,1
CUST_00274,Vivaan,Das,68,Bengaluru,Doctor,2372078,0,vivaan das,7,1
CUST_00275,Sneha,Nair,41,Ahmedabad,Teacher,2866697,0,sneha nair,2,1
CUST_00276,Vivaan,Kumar,43,Ahmedabad,Accountant,2017288,0,vivaan kumar,2,1
CUST_00277,Vivaan,Reddy,38,Delhi,Manager,2253846,0,vivaan reddy,4,1
CUST_00278,Ananya,Reddy,74,Bengaluru,Teacher,2114532,0,ananya reddy,7,1
CUST_00279,Vikram,Sharma,71,Delhi,Teacher,1575590,0,vikram sharma,6,1
CUST_00280,Ananya,Das,40,Chennai,Business Owner,1351114,0,ananya das,4,1
CUST_00281,Sneha,Kumar,26,Chennai,Business Owner,2407944,0,sneha kumar,3,1
CUST_00282,Priya,Nair,27,Bengaluru,Student,2663985,0,priya nair,1,0
CUST_00283,Vikram,Sharma,23,Mumbai,Consultant,1184194,0,vikram sharma,6,1
CUST_00284,Diya,Nair,58,Mumbai,Manager,2930516,0,diya nair,3,1
CUST_00285,Rahul,Kumar,48,Hyderabad,Accountant,1547528,0,rahul kumar,5,1
CUST_00286,Kiran,Sharma,28,Ahmedabad,Accountant,2331096,0,kiran sharma,3,1
CUST_00287,Ananya,Nair,27,Pune,Student,1748589,1,ananya nair,3,1
CUST_00288,Aditya,Singh,50,Delhi,Student,1313922,0,aditya singh,4,1
CUST_00289,Rohan,Rao,33,Bengaluru,Business Owner,512253,0,rohan rao,6,1
CUST_00290,Diya,Nair,44,Hyderabad,Teacher,1673365,0,diya nair,3,1
CUST_00291,Kiran,Singh,30,Bengaluru,Manager,2458912,0,kiran singh,5,1
CUST_00292,Meera,Kumar,49,Mumbai,Business Owner,1949377,0,meera kumar,5,1
CUST_00293,Arjun,Das,55,Pune,Software Engineer,511981,0,arjun das,3,1
CUST_00294,Priya,Rao,36,Mumbai,Business Owner,2107442,0,priya rao,4,1
CUST_00295,Rohan,Singh,66,Kolkata,Student,489760,0,rohan singh,3,1
CUST_00296,Priya,Verma,30,Pune,Consultant,608414,0,priya verma,3,1
CUST_00297,Kavya,Verma,35,Delhi,Teacher,705511,0,kavya verma,5,1
CUST_00298,Neha,Singh,53,Pune,Teacher,1134909,0,neha singh,4,1
CUST_00299,Diya,Verma,20,Mumbai,Software Engineer,874772,0,diya verma,4,1
CUST_00300,Neha,Rao,51,Ahmedabad,Teacher,2842840,0,neha rao,6,1
CUST_00301,Aditya,Singh,57,Pune,Teacher,1948170,1,aditya singh,4,1
CUST_00302,Kiran,Kumar,55,Pune,Manager,2661075,0,kiran kumar,5,1
CUST_00303,Vikram,Sharma,41,Pune,Business Owner,2047096,0,vikram sharma,6,1
CUST_00304,Neha,Sharma,56,Ahmedabad,Consultant,2726297,0,neha sharma,4,1
CUST_00305,Kiran,Sharma,55,Ahmedabad,Teacher,2498789,0,kiran sharma,3,1
CUST_00306,Priya,Gupta,27,Hyderabad,Software Engineer,2701533,0,priya gupta,6,1
CUST_00307,Vivaan,Das,19,Ahmedabad,Student,2056491,0,vivaan das,7,1
CUST_00308,Kiran,Das,44,Ahmedabad,Software Engineer,879159,0,kiran das,8,1
CUST_00309,Sneha,Singh,60,Ahmedabad,Accountant,1615973,1,sneha singh,4,1
